EVTDESC9006010;While no empire may last forever, there are those that refuse to go quietly into that good night. Beyond all odds and beyond all hope the Holy Roman Empire emerges once again from the shadows of the second Interregnum victorious and united. Battered, bruised, and ruined as so much of its domain is, the empire remains most importantly intact. The true heirs to Charlemagne still have yet a land to call their own, and those leaders of the Franks from Aachen shall be remembered as amongst the fiercest and most tenacious in human history. A new age of unity, and perhaps glory has come to the lands of Europe, heralded by these hands of fate.;;;;;;;;;;;;;
EVTOPTA9006010;To do what is right, we must know what is right.;;;;;;;;;;;;;
EVTNAME9006011;The Fires Relit!;;;;;;;;;;;;;
EVTDESC9006011;That which was once thought impossible has come to pass. The Sassanids of Caucasian Albania have restored their ancient grip on the lands of Persia, reentering the ancient capital in a triumphant return, to the joy of all true Zoroastrians across Persia. However, not all is well within the Mazdayan faithful, as Zoroastrianism even before the conquest at the hands of the Manicaeans was a divided, factionalist religion. With the glory of the Saoshyant behind them, the Sassanids are in a prime position to decide which of the factions are the one true religion of the Zoroastrian people.;;;;;;;;;;;;;
EVTOPTA9006011;The Mazdakites were true, we are communal!;;;;;;;;;;;;;
EVTOPTB9006011;The hardliner Zurvanites of old shall rule.;;;;;;;;;;;;;
EVTOPTC9006011;Classical thought was lost before, but no longer.;;;;;;;;;;;;;
EVTNAME9006012;The Vandal Salient Defended;;;;;;;;;;;;;
EVTDESC9006012;Despite the abortive attempt by the Aquitane kingdom to oust the Vandal salient into their land, the territories along the coast of Montpellier were defended stalwartly by the Vandal Kingdom, and this foothold into the lands of southern Gaul remains in their hands, opening the door for a continued Vandal advance in the war of Occitan succession.;;;;;;;;;;;;;
EVTOPTA9006012;Glory to Vandalica!;;;;;;;;;;;;;
EVTNAME9006013;The Vandal Salient Lost!;;;;;;;;;;;;;
EVTDESC9006013;The last Vandal holdings in Aquitane have been lost, the Occitan republic ousting Vandal forces once and for all from the lands of Gaul. With this sound defeat at the hands of the revolutionaries, the war of the Occitan succession has come to an end, and the Vandals now retreat to Barcelona in shame.;;;;;;;;;;;;;
EVTOPTA9006013;Shame upon the house of Geiseric.;;;;;;;;;;;;;
EVTNAME9006014;The Balearic Islands reclaimed!;;;;;;;;;;;;;
EVTDESC9006014;Seized by the Carthaginians in the crisis of 1764, the Vandal territories in the Mediterranean have long been a sour memory in the eyes of Barcelona, a memory of long lost glories and fading Mediterranean power. With the Balearic islands reclaimed, an effort many deemed impossible against the rising power of the Romance africans, the Vandal government for the first time in decades sets its sights upon the lost conquests of Corsica and Sardinia.;;;;;;;;;;;;;
EVTOPTA9006014;Those sweet shores of Sardinia await.;;;;;;;;;;;;
EVTNAME9006015;The Vandal conquest of Occitania!;;;;;;;;;;;;;
EVTDESC9006015;The Vandal war of Occitan succession has finally come to an end, the lands of Aquitane falling finally and fully under Vandal control. Coronated now as the dual king of Aquitane and of Vandalica, Geiseric XVI now enjoys parades celebrating his glorious victory all across the Vandal domain, the prestige garnered on the international stage an excellent boon to his rule.;;;;;;;;;;;;;
EVTNAME1112;Victory in the Interregnum!;;;;;;;;;;;;;
EVTDESC1112;The Civil War in Lotharingia has been brought to an end, and the two duchies of Lotharingia have come together as one, putting a stop to the bloodshed once and for all, ruled by the benevolent king of Upper Lotharingia;;;;;;;;;;;;;
EVTNAME46306;The Balaiada;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC46306;A political power dispute arose in the heart of the elite class, which was reflected in Maranhão by the opposition of liberals and conservatives. When Pedro de Araújo Lima became prime minister, provoking the so-called conservative regression, the Maranhão conservatives took advantage of the opportunity to remove the liberals in power and weaken them further by contracting the service of the cattle ranchers, traditionally supported by the liberals. The event which began the revolt was the detention of the brother of the rancher Gomes, a liberal, by the order of a submayor of the town of Manga, a conservative. Contesting the detention of his brother, Gomes, with the support of a contingent of the National Guard, invaded the municipal jail and freed him in $YEAR$, the beginning of a rebellion against the conservative government.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA46306;Damn liberals.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME46305;The Cabanagem Revolution;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC46305;"Until 1822 Grão-Pará had been a separate viceroyalty from Brazil, reporting herself directly to Portugal. The viceroyalty united with Brazil in the fight against Portugal but once the fight for independence ended and a provincial government named by the Brazilian Emperor was installed, the local leaders were marginalized from power. A rebellion broke out in 1831 in the military garrison of Belém involving one of these local leaders, Batista Campos, which was jailed. The indignation of the poor grew, and in 1833 already there was talk of converting Brazil into a federation. The provincial president unleashed a repressive political wave, in an attempt to contain the separatists. The name ""Cabanagem"" refers to the type of hut used by the poorest people in the province. The elite agriculturists of Grão-Pará, while living much better, resented their lack of participation in the central government's decision making, which was dominated by the provinces of the Southeast and Northeast.";;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA46305;We need to put them back in their place.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVT96216OPTA;A greater destiny awaits!;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVT96215OPTA;Outrageous!;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTD22581;Never bother me with this again.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC22585;Several members of the inner circles of the government have gathered with the $COUNTRY_ADJ$ $MONARCHTITLE$ in $CAPITAL$ to discuss in detail the government's trade policy. While they all agree on free trade policies, several of them want a more laissez-faire policy in the $COUNTRY_ADJ$ economy while others prefer to maintain freedom for setting low tariffs. A third, more radical position of staunch liberalism seek the complete abolition of tariffs. The free bureaucratic manpower could be used in other areas and they argue that the market freedom would stimulate research and increase our clout in foreign markets.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTC22584;The external commerce shouldn't be regulated.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC22584;Several members of the inner circles of the government have gathered with the $COUNTRY_ADJ$ $MONARCHTITLE$ in $CAPITAL$ to discuss in detail the government's trade policy. While they all agree on free trade policies, several of them want a more laissez-faire policy in the $COUNTRY_ADJ$ economy while others prefer to maintain freedom for setting low tariffs. With lower tariffs, we free some bureaucratic manpower that can be used in other areas, they argue.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA22584;The external commerce should be free.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC22582;"Several members of the inner circles of the government have gathered with the $COUNTRY_ADJ$ $MONARCHTITLE$ in $CAPITAL$ to discuss in detail the government's trade policy. While they all agree on protectionist policies, several of them want a more staunch protection of $COUNTRY_ADJ$ economy while others prefer to maintain freedom when setting tariffs. A third, more radical position of staunch protectionism, dubbed ""the $COUNTRY_ADJ$ System"", advocates for very high tariffs in order to develop and protect $COUNTRY_ADJ$ industry. This will incentive our industry but will undoubtedly damage our ability to influence other nations.";;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTC22581;$COUNTRY_ADJ$ interests should come first and above all.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME22581;Cabinet Discusses Trade Policy;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC22581;Several members of the inner circles of the government have gathered with the $COUNTRY_ADJ$ $MONARCHTITLE$ in $CAPITAL$ to discuss in detail the government's trade policy. While they all agree on protectionist policies, several of them want a more staunch protection of $COUNTRY_ADJ$ economy while others prefer to maintain freedom when setting tariffs.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTA22581;We need to protect the $COUNTRY_ADJ$ economy.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTB22581;We want to keep flexibility in our trade policy.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME46610103;The Tacna-Arica Arbitration;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC46610103;In the aftermath of the War of the Pacific, Peru was defeated and forced to sign the Treaty of Ancón. In this Treaty, Tarapacá was annexed to Chile. However, the fate of both Tacna and Arica was to be decided by a plebiscite to be held in 1893. Due to different points of view, both countries were not able to agree on the conditions of this plebiscite and so it was not held. Chile began then to colonize the two territories and Peru answered with a break of diplomatic relations. In $YEAR$, Chile and Peru agreed to arbitrate the dispute with the $MONARCHTITLE$ of $COUNTRY$. The commission on the issue of who Tacna belongs to was formed and now the only thing that remains is their final decision.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT46610103OPTA;Tacna belongs to Peru.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT46610103OPTB;Tacna belongs to Chile.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME46610102;The $YEAR$ Treaty of $CAPITAL$;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC46610102;When Bolivia became independent from Spain on 1825, it took possession of the territories that corresponded to its colonial administration in accordance with the uti possidetis juris of 1810. Bolivia claimed the maritime territory westward from the Andes to the Pacific Ocean between the Rio Salado on the south and the Rio Loa on the north, which included part of the Atacama Desert. Later in the mid 19th century, Chile made claims to the desert area following the discovery and exploitation of nitrate deposits and the move en masse of its population to work in the new found richness in Antofagasta. Because of that, the following decades were witness to much bloodshed on the borders of Bolivia, Peru and Chile. $FROMCOUNTRY$ has put a proposal, with international approval, to solve this problem amicably and set terms for new borders, paying indemnities for all involved. Regional powers set their eyes on us, expecting our reaction and the consequences for the future of the region of Antofagasta.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT46610102OPTA;We agree. Let's put our differences behind.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT46610102OPTB;We will never negotiate with these thieves.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME810008;$FROMCOUNTRY$ Agrees to Help;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC810008;The $FROMCOUNTRY_ADJ$ government agreed to indemnify Copenhagen over the abolition of the Sound Toll.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTA810008;Good.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME810003;The $CAPITAL$ Convention of $YEAR$;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC810003;$FROMCOUNTRY_ADJ$ diplomats along with representatives from the other Great Powers have gathered in $CAPITAL$ to discuss the question of the Danish straits and, more specifically, the Sound Dues. Citing the fact that the world's seafaring nations are becoming less and less tolerant of these tolls and restrictions, they are lobbying for the abolition of the Dues and for the commitment that all Danish straits will be turned into international waterways free to all military and commercial shipping. In compensation for the abolition, the $COUNTRY_ADJ$ state will receive a one-time fee of 300,000¤. Though the convention is amicable, the Great Powers made clear that they are prepared to use force to open the straits, if it comes to that.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTA810003;We will gladly contribute to fairer commerce.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTB810003;Never. The tolls are too important for $COUNTRY$.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME810004;The Sound Toll Is Abolished;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC810004;In $YEAR$, after several days of harsh negotiations, the Great Powers of the world signed a treaty in the $FROMCOUNTRY_ADJ$ capital decreeing  the abolition of all tolls in the Danish straits, turning them into international waterways free to all military and commercial shipping. The $FROMCOUNTRY_ADJ$ government is to be compensated with a sum of 300,000¤. $COUNTRY_ADJ$ is acting as the guaranteer, paying at least one third of the total sum while two other european Great Powers with stakes on the negotiations will be asked to pay the remaining two-thirds. After more than four centuries of tolls, the Danish straits are now free for commerce.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTA810004;We shall pay our third and nothing more.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTB810004;We don't need anyone else. We can pay everything.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME810005;The Sounds Dues;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC810005;$FROMCOUNTRY$ called for a convention over the use of the Danish straits and we, as one of the Great Powers of the world, were obliged to attend. After a positive resolution, $FROMCOUNTRY_ADJ$ diplomats are now trying to gather the remaining money to pay for the deal and they argue that our ships and our commerce in general stand posed to greatly benefit from the opening of the Danish straits. Based on this they argue that we should contribute to the indemnifications owed to the Danish straits controller. We are, of course, not bound by this - we can refuse, but doing so would not only hurt our image in the eyes of other countries, it would also anger $FROMCOUNTRY$: they would feel that we are indebted to them.;;;;;;;;;;;;;;;;;;;; ;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTA810005;We will gladly contribute to free trade.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTB810005;Can we pay it bit by bit?;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTC810005;We refuse to pay anything.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME810006;$FROMCOUNTRY$ Refuses to Contribute;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC810006;The $FROMCOUNTRY_ADJ$ government refused to do their part and help in the payment of the indemnifications over the opening of the Sound Toll. As the guaranteer we are expected to convince them - or cover the costs and collect the money later from the $FROMCOUNTRY$.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTA810006;We will pay what they owe. They will pay later.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTB810006;Pay it little by little.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTC810006;We won't cover another nation's debt.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME810007;The $FROMCOUNTRY_ADJ$ Stand Defiant;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC810007;Negotiations in the $FROMCOUNTRY_ADJ$ capital broke up as the convention called by $COUNTRY$ crumbles. $FROMCOUNTRY$ claimed their ownership over the Danish straits entitles them to regulate the straits as they see fit. The move will surely inspire the anger of the Great Powers that were looking for tearing down barriers for maritime trade and the situation is quickly escalating into a crisis.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTA810007;They will pay for crossing us.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME167000;Druze Revolt;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC167000;Beginning with the Peasant's Revolt of 1834 in Palestine, Druze nobles resented oversight. Their overlords considered them heretics and treated them as such. In the years following the Peasant's Revolt, conscription was required in order to reinforce what the Egyptian army had lost in the revolt. In $YEAR$, Druze militias rose up against their Egyptian rulers in Hauran and defeated a 400-man force led by Ali Agha al-Busayli, the governor of Hauran. A number of other small expeditions followed but were unable to achieve any decisive victory. Druze from Mount Lebanon flooded into the Druze force as skirmishes continued for the next few months. Months later, the Druze were decisively defeated in the Wadi Bakka by Egyptian forces. Following this, Druze forces in Palestine looted the Jewish quarter of Safed while the main force moved south where they were decisively crushed at Shebaa and soon laid down their arms.;;;;;;;;;;;;x,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT167000OPTA;Stop this revolt by any means necessary.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME167010;Conflict on Mount Lebanon;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC167010;Following years of servitude to Druze masters and heavy taxation, Maronite peasants revolted against their masters on Mount Lebanon. They were met by Druze irregulars who were supported by the nobility. Conflict has engulfed the region, with a number of massacres taking place throughout eastern Lebanon, and it seems like this is only just the beginning. Our officers are reluctant to get involved in Christian affairs, but are nonetheless moving their forces into the area. What should we do?;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT167010OPTA;This petty conflict does not concern us.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT167010OPTB;We must stop this conflict before it is too.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME167020;$YEAR$ Mount Lebanon Civil War;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC167020;News that the Levant is engulfed in a civil war has reached the streets of Paris. Christians have been massacred and churches burned to the ground throughout Lebanon and Damascus. Ottoman forces have not done anything to quell the violence and only look on. In 1523, France swore that it would protect Christians living in the Near East from conflict and European powers have pressured us to stay true to our word. What should we do?;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT167020OPTA;Send forces to restore peace and draft regulation to prevent this from happening again.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT167020OPTB;Unfortunately, we are unable to intervene at this time.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME167030;Hauran Druze Rebellion;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC167030;Recent economic expansion has brought new business to the area around Jabal ad-Druze in Southern Syria. Such expansion has come at a cost as taxes need to be levied in order to pay for railroads and other infrastructure, which have angered the locals. A business dispute between a local Druze chief and $COUNTRY_ADJ$-supported business dealers. Our officers have mustered 35 battalions and have swiftly brought the revolt to an end, killing many of the region's Druze inhabitants and disarming those who have surrendered.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT167030OPTA;Very well.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME168000;Mount Lebanon Silk Boom;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC168000;With special protection guarenteed to them by the French, the Maronite economy, driven by an increase in silk output, boomed. Pockets of Maronites were now filled with much-needed money and with it came a desire for better education and a population boom. For the first time, many women had an individual income and began to seek better conditions in both their work and in their general public life.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT168000OPTA;Great.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME168010;Mount Lebanon Silk Bust;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC168010;With the openings of the Suez Canal and an increase in silk exports from Asian lands, the price of Lebanese silk halved and never recovered. The population boom that Mount Lebanon once experienced resulted in an elevated population that could no longer support itself on Lebanese soil. Many men and women migrated westward to seek better employment opportunities. While some of them came back years later, many permanently settled down in their new countries.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT168010OPTA;Damn.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME168020;Ancient Ruins in Baalbeck;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC168020;While visiting the hills around the Lebanese city of Baalbeck, some of our countrymen noticed a large number of Roman ruins which had been preserved in the dry environment. When they returned with this news, a team of archaeologists was dispatched to the site. They were able to document and catalogue a large number of artifacts from the site. The most notable of these include Persian pottery shards which date from the 6th century BC. These shards are adorned with cuneiform lettering.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT168020OPTA;Great!;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME168030;Missionaries in Beirut;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC168030;In the beginning of the 19th century, Lebanon had an increasing amount of Western missionaries visit it. Many of these missionaries established school and printing presses in Beirut which catered to the city's Christian population. Despite this recent surge, education was not a new concept for Lebanese Christians. A Syriac printing press was established in 1610 and Jesuits founded a school in 1624. American missionaries began their efforts in 1834 with another printing press and school. By the mid 1840s, it was noted by American missionaries that between a quarter and a third of men in Lebanon were literate and by the beginning of the 20th century nearly half of all Lebanese children could read, a feat which was hardly matched anywhere outside of the West at the time.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT168030OPTA;Great!;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME168050;Qatar Requests Protection;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC168050;A Kuwaiti general who is loyal to us brought the Sheikh of Qatar a number of Turkish flags. The Sheikh distributed them to his family members who flew them around the peninsula. The British, who believed that this was the direct doing of the Turks, felt that their Gulf holdings were at risk of Ottoman seizure and deployed a gunboat to the coast of Qatar. In response to this, the Sheikh of Qatar has sent a representative to request soldiers and equipment.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT168050OPTA;Promise them protection.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
