LEDGER_HEADER_COUNTRYPARTY;Political systems;Systèmes politiques;Politische Systeme;;Sistemas políticos;;;;;;;;;x;;;;
LEDGER_COUNTRY_GOVERNMENT;Government;Gouvernement;Regierung;;Gobierno;;;;;;;;;x;;;;
LEDGER_COUNTRY_NATIONALVALUE;National Value;Valeur nationale;Nationalwert;;Valor nacional;;;;;;;;;x;;;;
LEDGER_COUNTRY_RULINGPARTY;Ruling party;Parti dirigeant;Regierungspartei;;Partido gobernante;;;;;;;;;x;;;;
LEDGER_COUNTRY_RULINGIDEOLOGY;Party ideology;Idéologie du parti;Partieideologie;;Ideología del partido;;;;;;;;;x;;;;
LEDGER_HEADER_COUNTRYPOLITICALREFORMS;Political reforms;Réformes politiques;Politische Reformen;;Reformas políticas;;;;;;;;;x;;;;
LEDGER_HEADER_COUNTRYSOCIALREFORMS;Social reforms;Réformes sociales;Soziale Reformen;;Reformas sociales;;;;;;;;;x;;;;
LEDGER_HEADER_COUNTRY_POPS;Country population;Population du pays;Landesbevölkerung;;Población del país;;;;;;;;;x;;;;
LEDGER_HEADER_PROVINCEPRODUCTION;Province production;Production de la province;Provinzproduktion;;Producción de la provincia;;;;;;;;;x;;;;
LEDGER_STATE_NAME;State;État;Region;;Estado;;;;;;;;;x;;;;
LEDGER_GOODS;Goods;Marchandises;Güter;;Bienes;;;;;;;;;x;;;;
LEDGER_OUTPUT;Output;Production;Leistung;;Producción;;;;;;;;;x;;;;
LEDGER_INCOME;Income;Revenus;Einnahmen;;Ingresos;;;;;;;;;x;;;;
LEDGER_EMPLOYED;Employed;Emplois;Beschäftigt;;Empleados;;;;;;;;;x;;;;
LEDGER_LEVEL;Level;Niveau;Stufe;;Nivel;;;;;;;;;x;;;;
LEDGER_HEADER_FACTORYPRODUCTION;Factory production;Production de l'usine;Fabrikproduktion;;Producción de la fábrica;;;;;;;;;x;;;;
BUDGET;Budget;Budget;Haushalt;;Presupuesto;;;;;;;;;x;;;;
BUDGET_TAX_POOR;Tax(Poor);Impôts (classes défavorisées);Steuern (Unterschicht);;Impuestos (pobres);;;;;;;;;x;;;;
BUDGET_TAX_POOR_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_TAX_MIDDLE;Tax(Middle);Impôts (classes moyennes);Steuern (Mittelschicht);;Impuestos (c. media);;;;;;;;;x;;;;
BUDGET_TAX_MIDDLE_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_TAX_RICH;Tax(Rich);Impôts (classes supérieures);Steuern (Oberschicht);;Impuestos (ricos);;;;;;;;;x;;;;
BUDGET_TAX_RICH_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_TOTAL_FUNDS;Total Funds;Fonds totaux;Gesamtmittel;;Total de fondos;;;;;;;;;x;;;;
BUDGET_TOTAL_DEBT;Total Debt;Dette totale;Gesamtschulden;;Total de deudas;;;;;;;;;x;;;;
BUDGET_TAKE_LOAN;Take Loan;Souscrire un emprunt;Darlehen aufnehmen;;Pedir préstamo;;;;;;;;;x;;;;
BUDGET_REPAY_LOAN;Repay Loan;Rembourser l'emprunt;Darlehen tilgen;;Devolver préstamo;;;;;;;;;x;;;;
BUDGET_DAILY_INCOME;Daily Income;Revenus quotidiens;Tageseinnahmen;;Ingresos diarios;;;;;;;;;x;;;;
BUDGET_DAILY_EXPENSES;Daily Expenses;Dépenses quotidiennes;Tagesausgaben;;Gastos diarios;;;;;;;;;x;;;;
BUDGET_MILITARY_COST;Military Costs;Coûts armée;Militärkosten;;Militares;;;;;;;;;x;;;;
BUDGET_NATIONAL_STOCKPILE;National Stockpile;Réserves nationales;Nationaler Vorrat;;Reserva nacional;;;;;;;;;x;;;;
BUDGET_INDUSTRIAL_SUBSIDIES;Industrial Subsidies;Subventions industrielles;Industriezuschüsse;;Subsidios industriales;;;;;;;;;x;;;;
BUDGET_TARIFFS;Tariffs;Droits de douane;Zölle;;Aranceles;;;;;;;;;x;;;;
BUDGET_DAILY_BALANCE;Projected Daily Balance;Bilan quotidien prévu;Voraussichtliche Tagesbilanz;;Balance diario previsto;;;;;;;;;x;;;;
BUDGET_GOLD_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_MIL_COST_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_NAT_STOCK_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_IND_SUP_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_EDUCATION_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_ADMIN_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_SOCIAL_SPEND_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_MIL_SPEND_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_TARIFF_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_TOTAL_FUNDS_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_BALANCE_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_DEBT_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_NATIONAL_BANK_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_INTEREST_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_CLOSE_WINDOW;Closes budget window;Ferme la fenêtre du budget;Schließt Haushaltfenster;;Cierra la ventana del presupuesto;;;;;;;;;x;;;;
BUDGET_TOTAL_EXPENSE;Total Expense: §Y$VAL$§W;Dépenses totales : §Y$VAL$¤§W;Gesamtausgaben: §Y$VAL$§W;;Gastos totales: §Y$VAL$§W;;;;;;;;;x;;;;
BUDGET_SLIDER_ADMINISTRATION;Administration: §Y$VAL$§W;Administration : §Y$VAL$¤§W;Verwaltung: §Y$VAL$§W;;Administración: §Y$VAL$§W;;;;;;;;;x;;;;
BUDGET_EXPENSE_SLIDER_EDUCATION;Education: §Y$VAL$§W;Éducation : §Y$VAL$¤§W;Bildung: §Y$VAL$§W;;Educación: §Y$VAL$§W;;;;;;;;;x;;;;
BUDGET_SLIDER_SOCIAL_SPENDING;Social Spending: §Y$VAL$§W;Dépenses sociales : §Y$VAL$¤§W;Sozialausgaben: §Y$VAL$§W;;Gastos sociales: §Y$VAL$§W;;;;;;;;;x;;;;
BUDGET_SLIDER_MILITARY_SPENDING;Military Spending: §Y$VAL$§W;Dépenses militaires : §Y$VAL$¤§W;Wehretat: §Y$VAL$§W;;Gastos militares: §Y$VAL$§W;;;;;;;;;x;;;;
BUDGET_INTEREST;Interest: §Y$VAL$§W;Intérêts : §Y$VAL$¤§W;Zinsen: §Y$VAL$§W;;Intereses: §Y$VAL$§W;;;;;;;;;x;;;;
REMOVE_BUDGET_IMPORTS;Imports: §Y$VAL$§W;Importations : §Y$VAL$¤§W;Importe: §Y$VAL$§W;;Importaciones: §Y$VAL$§W;;;;;;;;;x;;;;
BUDGET_SUPPLYCOSTS;Supply Costs: §Y$VAL$§W;Frais d'approvisionnement : §Y$VAL$¤§W;Versorgungskosten: §Y$VAL$§W;;Coste de suministros: §Y$VAL$§W;;;;;;;;;x;;;;
BUDGET_TAX;§Y$VAL$§W;§Y$VAL$§W;§Y$VAL$§W;;§Y$VAL$§W;;;;;;;;;x;;;;
BUDGET_BASE_TAX;Base tax efficiency: §Y$VAL$§W%;Efficacit?fiscale de base : §Y$VAL$§W%;Grundsteuereffizienz: §Y$VAL$§W%;;Eficiencia impositiva básica: §Y$VAL$§W%;;;;;;;;;x;;;;
BUDGET_TECH_TAX;From technology: §Y$VAL$§W%;Provenant de la technologie : §Y$VAL$ %§W;Aus Technologie: §Y$VAL$§W%;;De la tecnología: §Y$VAL$§W%;;;;;;;;;x;;;;
BUDGET_STRATA_NEED;§Y$VAL$§W% are getting their $TYPE$;§Y$VAL$%§W reçoivent leurs $TYPE$;§Y$VAL$%§W decken $TYPE$;;§Y$VAL$§W% reciben lo que necesitan ($TYPE$);;;;;;;;;x;;;;
BUDGET_STRATA_NO_NEED;§Y$VAL$§W% are getting none of their needs.;§Y$VAL$%§W n'ont aucun de leurs besoins satisfaits.;§Y$VAL$%§W bekommen nichts.;;§Y$VAL$§W% no reciben nada de lo que necesitan.;;;;;;;;;x;;;;
BUDGET_TOTAL_INCOME;Total Income: §Y$VAL$§W;Revenus totaux : §Y$VAL$¤§W;Gesamteinnahmen: §Y$VAL$§W;;Ingresos totales: §Y$VAL$§W;;;;;;;;;x;;;;
TAXES_POOR;Taxes Poor Strata: §Y$VAL$§W;Impôts classes défavorisées : §Y$VAL$¤§W;Steuern - Unterschicht: §Y$VAL$§W;;Impuestos de la clase pobre: §Y$VAL$§W;;;;;;;;;x;;;;
TAXES_MIDDLE;Taxes Middle Strata: §Y$VAL$§W;Impôts classes moyennes : §Y$VAL$¤§W;Steuern - Mittelschicht: §Y$VAL$§W;;Impuestos de la clase media: §Y$VAL$§W;;;;;;;;;x;;;;
TAXES_RICH;Taxes Rich Strata: §Y$VAL$§W;Impôts classes supérieures : §Y$VAL$¤§W;Steuern - Oberschicht: §Y$VAL$§W;;Impuestos de la clase alta: §Y$VAL$§W;;;;;;;;;x;;;;
TARIFFS_INCOME;Tariffs: §Y$VAL$§W;Droits de douane : §Y$VAL$¤§W;Zölle: §Y$VAL$§W;;Aranceles: §Y$VAL$§W;;;;;;;;;x;;;;
REMOVE_BUDGET_EXPORTS;Exports: §Y$VAL$§W;Exportations : §Y$VAL$§W;Exporte: §Y$VAL$§W;;Exportaciones: §Y$VAL$§W;;;;;;;;;x;;;;
BUDGET_GOLD;Gold: §Y$VAL$§W;Or : §Y$VAL$¤§W;Gold: §Y$VAL$§W;;Oro: §Y$VAL$§W;;;;;;;;;x;;;;
BUDGET_ADMIN_EFFICIENCY;Administrative efficiency: §Y$PERC$%§W;Efficacit?administrative : §Y$PERC$%§W;Verwaltungseffizienz: §Y$PERC$%§W;;Eficiencia de la administración: §Y$PERC$%§W;;;;;;;;;x;;;;
BUDGET_ADMIN_EFFICIENCY_DESC;§Y$PERC$%§W of our population are §Ybureaucrats§W.\nFor maximum administrative efficiency, we need at least §Y$MAX$%§W bureaucrats.§W\n;§Y$PERC$%§W de notre population est composée de §Ybureaucrates§W.\nPour une efficacit?administrative optimale, il nous faut au moins §Y$MAX$%§W de §Wbureaucrates.§W\n;§Y$PERC$%§W unserer Bevölkerung sind §YBürokraten§W.\nFür maximale Verwaltungsefficienz brauchen wir mindestens §Y$MAX$%§W Bürokraten.§W\n;;§Y$PERC$%§W de nuestra población est?formada por §YBurócratas§W.\nPara tener la máxima eficiencia de la administración, necesitamos al menos §Y$MAX$%§W Burócratas.§W\n;;;;;;;;;x;;;;
ADM_EXPLAIN_DESC;This needed percentage is based on the following.\n;Ce pourcentage repose sur ce qui suit :\n;Dieser benötigte Prozentsatz basiert auf dem Folgenden:\n;;Este porcentaje se basa en lo siguiente.\n;;;;;;;;;x;;;;
SHADOWY_INVESTOR;Private Investors;Investisseurs privés;Private Investoren;;Inversores privados;;;;;;;;;x;;;;
GUNBOAT_ALERT;$COUNTRY$ has used their naval might to force us to pay back our loans with $VALUE$?per day.;$COUNTRY$ a eu recours ?sa puissance navale pour nous obliger ?rembourser nos emprunts, soit $VALUE$¤par jour.;$COUNTRY$ hat uns mit seiner Seemacht gezwungen, unsere Anleihen mit $VALUE$?täglich zurückzuzahlen.;;$COUNTRY$ ha usado su poderío naval para obligarnos a devolver nuestros préstamos, a razón de $VALUE$?al día.;;;;;;;;;x;;;;
BUDGET_COUNTRY;Country;Pays;Land;;País;;;;;;;;;x;;;;
BUDGET_AMOUNT;Amount;Montant;Betrag;;Cant.;;;;;;;;;x;;;;
BUDGET_LOANS_TAKEN;Loans Taken;Emprunts souscrits;Aufgenommene Darlehen;;Préstamos recibidos;;;;;;;;;x;;;;
BUDGET_LOANS_GIVEN;Loans Given;Emprunts accordés;Vergebene Darlehen;;Préstamos dados;;;;;;;;;x;;;;
DIPLOMATIC_BALANCE_DESC;Diplomatic Balance;Balance diplomatique;Einnahmen / Ausgaben aus Verträgen;;Equilibrio diplomático;;;;;;;;;x;;;;
BUDGET_LOAN_CANT_REPAY;We have no money to pay back loans with;Nous n'avons pas les moyens de rembourser nos emprunts.;Uns fehlt es an Geld, die Darlehen zurückzuzahlen an;;No tenemos dinero para pagar los préstamos;;;;;;;;;x;;;;
BUDGET_CANT_LOAN;No money available to you for loaning;Vous n'avez pas les moyens de prêter de l'argent.;Kein Geld verfügbar zur Darlehensvergabe an;;No tienes dinero para prestar;;;;;;;;;x;;;;
#;;;;;;;;;;;;;;x;;;;
WORLD_YEAR;The world $YEAR$ AD;Le monde en $YEAR$ apr. J.-C.;Die Welt im Jahre $YEAR$ n. Chr..;Œwiat AD $YEAR$;Año $YEAR$ DC;Il mondo nell'anno $YEAR$ d.C.;A világ - Kr. u. $YEAR$;Léta pán?$YEAR$;;;;;;x;;;;
FE_PLAYABLE_COUNTRIES;Playable Countries;Pays disponibles;Spielbare Länder;;Países disponibles;;;;;;;;;x;;;;
FE_COUNTRY;Country;Pays;Land;;País;;;;;;;;;x;;;;
FE_WARS;Wars:;Guerres :;Kriege:;;Guerras:;;;;;;;;;x;;;;
FE_POP;Pop.;Population;Bev.;;Pob.;;;;;;;;;x;;;;
FE_IDEOLOGY;Ideology;Idéologie;Ideologie;;Ideología;;;;;;;;;x;;;;
FE_INDUSTRY;Industry:;Industriel :;Industrie:;;Industria:;;;;;;;;;x;;;;
FE_PRESTIGE;Prestige:;Prestige :;Prestige:;;Prestigio:;;;;;;;;;x;;;;
FE_RANK;Rank;Rang;Rang;;Puesto;;;;;;;;;x;;;;
FE_SCORE;Score;Score;Punkte;;Puntos;;;;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
# Savegame transfers;;;;;;;;;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
SAVE_PROG;Save progress: $VALUE$ %;Progression de la sauvegarde : $VALUE$%;Speicherfortschritt: $VALUE$ %;Postêp zapisu: $VALUE$ %;Guardado completado: $VALUE$ %;Salva progressi: $VALUE$ %;Mentés folyamaban: $VALUE$%;Uložit postup: $VALUE$ %;;;;;;x;;;;
TRANSERING_SAVE;Savegame transfer started...;Début du transfert de la sauvegarde...;Spielstand wird geladen ...;Rozpoczêto transfer zapisanej gry...;Inicio de transferencia de datos guardados...;Trasferimento del salvataggio avviato...;Mentésáttöltés folyamatban?Zaèalo ukládán?..;;;;;;x;;;;
LOADING_LOCAL_SAVE;Loading local savegame copy...;Chargement de la copie de sauvegarde locale...;Lokale Kopie des Spielstandes wird geladen ...;Wczytuj?kopi?zapisanej gry lokalnej...;Cargando copia local de datos guardados...;Caricamento copia salvataggio in locale in corso...;Helyi mentés betöltése?Nahráván?místn?uložen?hry...;;;;;;x;;;;
PLR_DISC;Player §Y$NAME$§W left the game.;Le joueur §Y$NAME$§W a quitt?la partie.;Spieler §Y$NAME$§W hat das Spiel verlassen.;Gracz $NAME$ opuœci?gr?;El jugador §Y$NAME$§W ha abandonado el juego.;Il giocatore $NAME$ ha lasciato la partita.;$NAME$ elhagyta a játékot.;Hráè §Y$NAME$§W opustil hru.;;;;;;x;;;;
PLR_CONNECT;Player §Y$NAME$§W joined the game.;Le joueur §Y$NAME$§W a rejoint la partie.;Spieler §Y$NAME$§W ist dem Spiel beigetreten.;Gracz $NAME$ do³¹czy?do gry.;El jugador §Y$NAME$§W se ha unido al juego.;Il giocatore $NAME$ partecipa alla partita.;$NAME$ csatlakozott a játékhoz.;Hráè §Y$NAME$§W se pøipojil ke høe.;;;;;;x;;;;
REVERT_SAVE_CAL;Reverting to default database.;Retour ?la base de données par défaut.;Standard-Datenbank wird eingesetzt.;Powrót do domyœlnej bazy danych.;Volviendo a la base de datos por defecto.;Ripristino del database predefinito.;Visszatérés az eredeti adatbázishoz?Reverze na výchoz?databázi.;;;;;;x;;;;
SAVE_TRANSFER_DONE;Savegame transfer done.;Transfert de sauvegarde termin?;Transfer des Spielstandes beendet.;Dokonano transferu zapisanej gry.;Transferencia de datos guardados completada.;Trasferimento del salvataggio completato.;Mentésáttöltés kész.;Pøenos uložen?hry ukonèen.;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
# Loading texts;;;;;;;;;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
LOADING_MAP_SPRITES;Loading Map-Sprites...;Chargement des sprites de la carte...;Karten-Sprites werden geladen ...;Wczytywanie Map-Sprites...;Cargando graficos animados de mapas...;Caricamento Sprites mappa in corso...;Egységek betöltése?Nahráván?zmenšenin na map?..;;;;;;x;;;;
LOADING_GUI_DEF;Loading GUI Definitions...;Chargement des définitions GUI...;GUI-Definitionen werden geladen ...;Wczytywanie definicji interfejsu graficznego...;Cargando definiciones de IGU...;Caricamento definizioni GUI in corso...;GUI betöltése?Nahráván?definic rozhran?..;;;;;;x;;;;
LOADING_DATABASES;Loading Databases...;Chargement des bases de données...;Datenbanken werden geladen ...;Wczytywanie baz danych...;Cargando bases de datos...;Caricamento database in corso...;Adatbázis betöltése?Nahráván?databáz?..;;;;;;x;;;;
LOADING_DATABASES2;Loading Databases II...;Chargement des bases de données II...;Datenbanken werden geladen II...;;Cargando bases de datos II...;;;;;;;;;x;;;;
INIT_MAP_LOGIC;Initialising Maplogic...;Initialisation Maplogic...;Karte wird initialisiert ...;Uruchamianie Maplogic...;Inicializando logica de mapa...;Inizializzazione Maplogic in corso...;Pályaútvonalak töltése?Inicializace systému map?;;;;;x;;;;
CREATING_CHKSUM;Creating Checksum...;Création des sommes de contrôle...;Checksumme wird erstellt ...;Tworzenie sumy kontrolnej...;Creando total de chequeos...;Creazione checksum in corso...;Ellenõrz?összeg létrehozása?Vytváøen?hodnot souèt?..;;;;;;x;;;;
LOADING_HISTORY;Loading History Files...;Chargement des fichiers historiques...;Geschichtsdateien werden geladen ...;Wczytywanie plików historycznych...;Cargando archivos de historia...;Caricamento file storia in corso...;Történelmi fájlok betöltése?Nahráván?soubor?s histori?..;;;;;;x;;;;
LOADING_SOUNDS;Loading Sounds...;Chargement des sons...;Sounddateien werden geladen ...;Wczytywanie dŸwiêków...;Cargando sonidos...;Caricamento suoni in corso...;Hangok betöltése?Nahráván?zvuk?..;;;;;;x;;;;
PROC_FLAGS;Processing Flags...;Traitement des drapeaux...;Flaggen werden verarbeitet ...;Przetwarzanie flag...;Procesando banderas...;Elaborazione flag in corso...;Zászlók feldolgozása?Zpracován?vlajek...;;;;;;x;;;;
LOAD_FLAGS;Loading Flags...;Chargement des drapeaux...;Flaggen werden geladen ...;Wczytywanie flag...;Cargando banderas...;Caricamento flag in corso...;Zászlók betöltése?Nahráván?vlajek...;;;;;;x;;;;
LOAD_GFX;Loading Graphics...;Chargement des graphismes...;Grafiken werden geladen ...;Wczytywanie grafiki...;Cargando graficos...;Caricamento grafica in corso...;Grafikák betöltése?Nahráván?grafiky...;;;;;;x;;;;
CREATING_THE_WORLD;Creating the World...;Création du monde victorien...;Die Welt wird erstellt ...;Tworzenie œwiata...;Creando el mundo...;Creazione mondo in corso...;Világ létrehozása?Vytváøen?svìta...;;;;;;x;;;;
CREATING_TREES;Creating Trees...;Création des arbres...;Baum-Sprites werden erstellt ...;Tworzenie drzew...;Creando arboles...;Creazione alberi in corso...;Fák létrehozása?Vytváøen?porost?..;;;;;;x;;;;
CREATING_BORDERS;Creating Borders...;Création des frontières...;Grenzen werden erstellt ...;Tworzenie granic...;Creando fronteras...;Creazione confini in corso...;Országhatárok létrehozása?Vytváøen?hranic...;;;;;;x;;;;
CREATING_RIVERS;Creating Rivers...;Création des fleuves...;Fluss-Sprites werden erstellt ...;Tworzenie rzek...;Creando rios...;Creazione fiumi in corso...;Folyók létrehozása?Vytváøen?øek...;;;;;;x;;;;
MAP_PROPERLY_INIT;Map Properly Initialised...;Initialisation de la carte réussie...;Karte korrekt initialisiert ...;Mapa uruchomiona prawid³owo...;Mapa inicializado con exito...;Mappa inizializzata correttamente...;A pálya betöltve?Mapa byla správn?inicializována...;;;;;;x;;;;
CREATING_PROVINCE;Creating Province #;Création de province #;Erstellung der Provinz#;Tworzenie prowincji;Creando provincia #;Creazione provincia # in corso...;Provincia létrehozása?Vytváøen?provincie #;;;;;;x;;;;
CREATING_TEXTS;Creating Texts....;Création des textes...;Texte werden erstellt ....;Tworzenie tekstów...;Creando textos....;Creazione testi in corso...;Szövegek létrehozása?Vytváøen?text?..;;;;;;x;;;;
LOAD_EVENTS;Loading Events...;Chargement des événements...;Ereignisse werden geladen ...;Wczytywanie zdarze?..;Cargando eventos...;Caricamento eventi in corso...;Események betöltése?Nahráván?událost?..;;;;;;x;;;;
ADAPTING_HISTORY;Adapting History...;Adaptation de l'Histoire...;Geschichte wird angepasst ...;Przystosowywanie historii...;Adaptando historia...;Adattamento storia in corso...;Történelmi fájlok betöltése?Adaptace historie...;;;;;;x;;;;
CALC_PATHS;Calculating paths...\nThis may take several minutes.;Calcul des chemins...\nCela peut prendre plusieurs minutes.;Pfade werden berechnet ...\nDies kann einige Minuten dauern.;Obliczanie œcie¿ek...\nTo mo¿e potrwa?kilka minut.;Calculando rutas...\nEsto puede llevar varios minutos.;Calcolo percorsi in corso... \nQuesta operazione potrebbe richiedere qualche minuto.;Útvonalak kiszámítása…\n Ez néhány percet is igénybe vehet?Výpoèet cest...\nTo m?e trvat nìkolik minut.;;;;;;x;;;;
FE_TOGGLE;Quick Start;Démarrage rapide;Schnellstart;;Inicio rápido;;;;;;;;;x;;;;
FE_TOGGLE_NORMAL;Custom Start;Démarrage personnalis?Benutzerdefinierter Start;;Inicio personalizado;;;;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
# Settings ;;;;;;;;;;;;;;x;;;;
FE_SETTING_DIPLOMACY;Diplomacy;Diplomatie;Diplomatie;;Diplomacia;;;;;;;;;x;;;;
FE_SETTING_PRODUCTION;Production;Production;Produktion;;Producción;;;;;;;;;x;;;;
FE_SETTING_POLITICS;Politics;Politique;Politik;;Política;;;;;;;;;x;;;;
FE_SETTING_INTEL;Intelligence;Espionnage;Geheimdienst;;Inteligencia;;;;;;;;;x;;;;
FE_SETTING_TECHNOLOGY;Technology;Technologie;Technologie;;Tecnología;;;;;;;;;x;;;;
FE_SETTING_UNITINTERFACE;Armies;Armées;Armeen;;Ejércitos;;;;;;;;;x;;;;
DIFF_VERY_EASY;Very Easy;Très facile;Sehr leicht;;Muy fácil;;;;;;;;;x;;;;
DIFF_EASY;Easy;Facile;Leicht;;Fácil;;;;;;;;;x;;;;
DIFF_NORMAL;Normal;Normal;Normal;;Normal;;;;;;;;;x;;;;
DIFF_HARD;Hard;Difficile;Schwer;;Difícil;;;;;;;;;x;;;;
DIFF_VERY_HARD;Very Hard;Très difficile;Sehr schwer;;Muy difícil;;;;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
# Misc ;;;;;;;;;;;;;;x;;;;
CORE_PAUSED;PAUSE;PAUSE;PAUSE;PAUZA;PAUSA;PAUSA;Szünet;PAUZA;;;;;;x;;;;
SM_SETTINGS;Settings;Paramètres;Einstellungen;Ustawienia;Configuración;Impostazioni;Beállítások;Nastaven?;;;;;x;;;;
SM_GAME;Game;Jeu;Spiel;Gra;Juego;Partita;Játék;Hra;;;;;;x;;;;
SM_VIDEO;Video;Affichage;Grafik;Grafika;Vídeo;Video;Vide?Grafika;;;;;;x;;;;
SM_AUDIO;Audio;Son;Sound;DŸwiêk;Sonido;Audio;Hangok;Zvuk;;;;;;x;;;;
SM_CONTROLS;Controls;Commandes;Maus;Mysz;Controles;Comandi;Irányítás;Ovládán?;;;;;x;;;;
SM_MASTER_VOLUME;Master Volume;Volume principal;Hauptlautstärke;G³oœnoœæ ogólna;Volumen principal;Volume generale;Hanger?Celkov?hlasitost;;;;;;x;;;;
SM_EFFECT_VOLUME;Effect Volume;Volume des effets sonores;Soundeffektlautstärke;G³oœnoœæ efektów;Volumen de los efectos;Volume effetti;Effektek hangereje;Hlasitost zvukových efekt?;;;;;x;;;;
SM_MUSIC_VOLUME;Music Volume;Volume de la musique;Musiklautstärke;G³oœnoœæ muzyki;Volumen de la música;Volume musica;Zene hangereje;Hlasitost hudby;;;;;;x;;;;
