autonomous_dependency_ruler;Governor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lotharingian_duchy;Grand Duchy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lotharingian_duchy_ruler;Duke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
orthodox;Eastern Catholic;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
coptic;Oriental Orthodox;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
syriac;Oriental Catholic;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
nestorian;Syro-Oriental;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
syriac_country;Oriental Catholic Country;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
french_bourbon;Absolute Monarchy;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pontic_caucasian;Pontic Caucasian;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
new_roman;Selbapunic;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
british;Aenglisc;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
laz;Laz;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
megrelian;Megrelian;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
svan;Svan;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abkhaz;Abkhaz;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abaza;Abaza;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ubykh;Ubykh;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
circassian;Adyghe;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kabardian;Kabardian;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ingush;Ingush;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avar;Avar;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dargin;Dargin;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
andi_didoic;Andi-Didoic;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lezgic;Lez;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
chaharmahali;Chaharmahali;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
tsezic;Tsezic;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
andi;Andi;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
khinalug;Khinalug;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
budukh_kryts;Budukh-Kryts;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
tat;Tat;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
alvuanian;Alvuanian;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kivruli;Kivruli;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rutul;Rutul;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
tsakhur;Tsakhur;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
aghul;Aghul;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
tabasaran;Tabasaran;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
lak_cauc;Lak;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
qara_kirgiz;Qara Kirghiz;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
kirgiz;Kirghiz;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
kumyk;Kumyk;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
albanian;Gheg;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tosk;Tosk;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
vandalic;Wandalsshe;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
frisian;Frysk;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
afro_frankish;Afro-Frankish;Afro-Frankish;Afro-Frankish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dutch;Lower Frankish;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
frankish;Frankish;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
czech;Romanian;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
batavian_frankish;Batavian Frankish;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
vinlander;Vinlander;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sjaellander;Ny SjÊllander;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
karolean;Caroliner;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
platinier;Platinisshe;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
scythian;Alani;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
iberian_scythian;Alanos;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
iassic;Iasi;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
japanese;Japanese;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
japanese_creole;KongÙ;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
taiwanese;Taiwanese Austronesian;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
punic;Qarthageni;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lusitanian;Lusitano;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
leonese;LeonÍs;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
phoenecoberber;Tingait;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
chaldean;Syriac-Aramean;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
copt;Khemi;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
mandaic;Mandaean;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
pannonian;Slavonic;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eastern_germanic;Eastern Germanic;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
scythian_group;Scythic;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
beneluxian;Frankish Group;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
semitic_group;Western Semitic;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
arab_khorasani;Zangu'i Arabic;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
romanian;Romanian;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
aromanian;Aromanian;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
hungarian;EsÎk-MogyÎr;;;;;;;;;;;;;;;;;;;;;;;;x ;;;;;;;;;;;;;;;;
south_hungarian;Del-MogyÎr;;;;;;;;;;;;;;;;;;;;;;;;x ;;;;;;;;;;;;;;;;
bulgarian;Bolgarian;;;;;;;;;;;;;;;;;;;;;;;;x ;;;;;;;;;;;;;;;;
russian;Rusyn;;;;;;;;;;;;;;;;;;;;;;;;x ;;;;;;;;;;;;;;;;
sorbian;Sorbian;;;;;;;;;;;;;;;;;;;;;;;;x ;;;;;;;;;;;;;;;;
silesian;Sileziani;;;;;;;;;;;;;;;;;;;;;;;;x ;;;;;;;;;;;;;;;;
pruski;Prusai;;;;;;;;;;;;;;;;;;;;;;;;x ;;;;;;;;;;;;;;;;
novgorodian;Novgorodian;;;;;;;;;;;;;;;;;;;;;;;;x ;;;;;;;;;;;;;;;;
judeo_iranian;Judeo-Iranian;;;;;;;;;;;;;;;;;;;;;;;;x ;;;;;;;;;;;;;;;;
boer;Midgardian;;;;;;;;;;;;;;;;;;;;;;;;x ;;;;;;;;;;;;;;;;
african_romance;Afri-Romanni;;;;;;;;;;;;;;;;;;;;;;;;x ;;;;;;;;;;;;;;;;
persian;Farsi;;;;;;;;;;;;;;;;;;;;;;;;x ;;;;;;;;;;;;;;;;
khorasani_persian;Pamiri;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
new_frankish;Batavian;;;;;;;;;;;;;;;;;;;;;;;;x ;;;;;;;;;;;;;;;;
norn;Norn;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
dalmatian;Dalmato;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
venetian;VËneto;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
hindi;Hindustani;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
jin;Jin;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
xiang;Xiang;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gondi;Gondi;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
munda;Munda;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
khasi;Khasi;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mon;Mon;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lavonic;Lavo;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pear;Pearic;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
bahnar;Bahnaric;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
katu;Katuic;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
khmu;Khmuic;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lawa;Lawa;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hmong;Hmong;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mien;Mien;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tai;Tai;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lue;Lue;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gan;Gann;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
beifaren;Mandarin;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wu;Wu;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
daur;Dagur;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
even;Lamut;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
yukaghir;Yukaghir;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
chukotkan;Chukotkan;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kamchatkan;Kamchatkan;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nganasan;Nganasan;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dolgan;Dolgan;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
yeniseic;Yeniseic;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
u_tsang;‹-Tsang;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
amdo;Amdo;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kham;Kham;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kuki_chin;Kuki-Chin;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
champa;Champa;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rungic;Rungic;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
boro_garo;Boro-Garo;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dayak;Dayak;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
aslian;Aslian;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kurukh;Kurukh;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
dravidian;Dravidian;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
tani;Tani;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
quiangic;Quiangic;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
eastern_tibeto_burman;Eastern Tibeto Burman;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
naga;Naga;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
kamarupan;Kamarupan;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
dzongkha;Dzonghka;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
tibetic;Tibetic;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
burushaskic;Burushaskic;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
tungusic;Tungusic;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
rohingya;Rohingya;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
indo_aryan;Indo Aryan;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
kafiri;Kafiri;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ethiosemitic;Ethiosemitic;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ukrainian;Severian;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
byelorussian;Bolkanian;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
turkish;T¸rgesh;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
median;Medes;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
lurish;Lurish;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
hormuzi;Hormuzi;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
khitan;Qid˙n;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
caspian;Caspian;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D01;$REGION$;;Das Kˆnigreich von $REGION$;;;;;;;;x;;;;;,
D01_ADJ;$REGION$;;kˆnigstreu;;;;;;;;x;;;;;,
D02;The Confederation of $REGION$;;Die Konfˆderation von $REGION$;;;;;;;;x;;;;;,
D02_ADJ;$REGION$;;konfˆderiert;;;;;;;;x;;;;;,
D03;Commonwealth of $REGION$;;Commonwealth von $REGION$;;;;;;;;x;;;;;,
D03_ADJ;Commonwealth;;Commonwealth-;;;;;;;;x;;;;;,
D04;$REGION$;;Die Republik von $REGION$;;;;;;;;x;;;;;,
D04_ADJ;$REGION$;;republikanisch;;;;;;;;x;;;;;,
D05;$REGION$ Free State;;Der $REGION$-Staat;;;;;;;;x;;;;;,
D05_ADJ;$REGION$;;staatlich;;;;;;;;x;;;;;,
D06;$REGION$;;Die Volksrepublik von $REGION$;;;;;;;;x;;;;;,
D06_ADJ;$REGION$;;republikanisch;;;;;;;;x;;;;;,
D07;The Free State of $REGION$;;Der Freistaat von $REGION$;;;;;;;;x;;;;;,
D07_ADJ;$REGION$;;freistaatlich;;;;;;;;x;;;;;,
D08;$REGION$;;Der Groﬂstaat von $REGION$;;;;;;;;x;;;;;,
D08_ADJ;$REGION$;;groﬂstaatlich;;;;;;;;x;;;;;,
D09;$REGION$;;Der Staat von $REGION$;;;;;;;;x;;;;;,
D09_ADJ;$REGION$;;staatlich;;;;;;;;x;;;;;,
D10;$REGION$;;Das F¸rstentum von $REGION$;;;;;;;;x;;;;;,
D10_ADJ;$REGION$;;f¸rstlich;;;;;;;;x;;;;;,
D11;$REGION$;;Die Demokratische Republik von $REGION$;;;;;;;;x;;;;;,
D11_ADJ;$REGION$;;depublikanisch;;;;;;;;x;;;;;,
D12;The $REGION$ Union;;Die $REGION$-Union;;;;;;;;x;;;;;,
D12_ADJ;$REGION$;;Unions-;;;;;;;;x;;;;;,
D13;$REGION$;;Das $REGION$-Kˆnigreich;;;;;;;;x;;;;;,
D13_ADJ;$REGION$;;kˆnigstreu;;;;;;;;x;;;;;,
D14;The Dominion of $REGION$;;Das Dominion von $REGION$;;;;;;;;x;;;;;,
D14_ADJ;Dominion;;Dominions-;;;;;;;;x;;;;;,
D15;$REGION$;;Das Groﬂherzogtum von $REGION$;;;;;;;;x;;;;;,
D15_ADJ;$REGION$;;groﬂherzogstreu;;;;;;;;x;;;;;,
D16;The $REGION$ Commonwealth;;Die $REGION$-Nation;;;;;;;;x;;;;;,
D16_ADJ;$REGION$;;national;;;;;;;;x;;;;;,
D17;The $REGION$ Federation;;Die $REGION$-Fˆderation;;;;;;;;x;;;;;,
D17_ADJ;$REGION$;;Fˆderations-;;;;;;;;x;;;;;,
D18;The United States of $REGION$;;Die Vereinigten Staaten von $REGION$;;;;;;;;x;;;;;,
D18_ADJ;$REGION$;;Unions-;;;;;;;;x;;;;;,
D19;The Union of $REGION$;;Die Demokratische Union von $REGION$;;;;;;;;x;;;;;,
D19_ADJ;$REGION$;;Unions-;;;;;;;;x;;;;;,
D20;$REGION$;;Das F¸rstentum von $REGION$;;;;;;;;x;;;;;,
D20_ADJ;$REGION$;;f¸rstlich;;;;;;;;x;;;;;,
D21;$REGION$;;Die Union von $REGION$;;;;;;;;x;;;;;,
D21_ADJ;$REGION$;;Unions-;;;;;;;;x;;;;;,
D22;$REGION$;;Die Demokratische Volksrepublik von $REGION$;;;;;;;;x;;;;;,
D22_ADJ;$REGION$;;demokratisch-republikanisch;;;;;;;;x;;;;;,
D23;$REGION$;;Das $REGION$-Gebiet;;;;;;;;x;;;;;,
D23_ADJ;$REGION$;;ortsans‰ssig;;;;;;;;x;;;;;,
D24;$REGION$;;Die Glorreiche Union von $REGION$;;;;;;;;x;;;;;,
D24_ADJ;$REGION$;;glorreich;;;;;;;;x;;;;;,
D25;$REGION$;;Das m‰chtige Gebiet von $REGION$;;;;;;;;x;;;;;,
D25_ADJ;$REGION$;;m‰chtig;;;;;;;;x;;;;;,
D26;The $REGION$ Free State;;Der $REGION$-Freistaat;;;;;;;;x;;;;;,
D26_ADJ;$REGION$;;freistaatlich;;;;;;;;x;;;;;,
D27;The $REGION$ Commonwealth;;$REGION$-Commonwealth;;;;;;;;x;;;;;,
D27_ADJ;Commonwealth;;Commonwealth-;;;;;;;;x;;;;;,
D28;The $REGION$ Confederacy;;Die $REGION$-Konfˆderation;;;;;;;;x;;;;;,
D28_ADJ;Confederate;;konfˆderiert;;;;;;;;x;;;;;,
D29;$REGION$;;Das Freie Volk von $REGION$;;;;;;;;x;;;;;,
D29_ADJ;$REGION$;;frei;;;;;;;;x;;;;;,
D30;$REGION$;;Die $REGION$-Republik;;;;;;;;x;;;;;,
D30_ADJ;$REGION$;;republikanisch;;;;;;;;x;;;;;,
D31;$REGION$;;Die Heilige Union von $REGION$;;;;;;;;x;;;;;,
D31_ADJ;$REGION$;;zelotisch;;;;;;;;x;;;;;,
D32;Union of $REGION$;;Die Volks-Union von $REGION$;;;;;;;;x;;;;;,
D32_ADJ;$REGION$;;Unions-;;;;;;;;x;;;;;,
D33;$REGION$ Federation;;Die Fˆderationsstaaten von $REGION$;;;;;;;;x;;;;;,
D33_ADJ;Federation;;Fˆderations-;;;;;;;;x;;;;;,
D34;$REGION$;;Der $REGION$-Fˆderationsstaat;;;;;;;;x;;;;;,
D34_ADJ;$REGION$;;Fˆderations-;;;;;;;;x;;;;;,
D35;The $REGION$ Confederation;;Die $REGION$-Konfˆderation;;;;;;;;x;;;;;,
D35_ADJ;$REGION$;;konfˆderiert;;;;;;;;x;;;;;,
D36;The $REGION$ Federation;;Die $REGION$-Fˆderation;;;;;;;;x;;;;;,
D36_ADJ;$REGION$;;Fˆderations-;;;;;;;;x;;;;;,
D37;The $REGION$ Union;;Die Fromme Union von $REGION$;;;;;;;;x;;;;;,
D37_ADJ;$REGION$;;fromm;;;;;;;;x;;;;;,
D38;$REGION$;;$REGION$-Land;;;;;;;;x;;;;;,
D38_ADJ;$REGION$;;Landes-;;;;;;;;x;;;;;,
D39;$REGION$;;Die Republik der Ruhe von $REGION$;;;;;;;;x;;;;;,
D39_ADJ;$REGION$;;ruhig;;;;;;;;x;;;;;,
D40;$REGION$;;Das Geheime Kˆnigreich von $REGION$;;;;;;;;x;;;;;,
D40_ADJ;$REGION$;;geheim;;;;;;;;x;;;;;,
D41;$REGION$;;Die Kommune von $REGION$;;;;;;;;x;;;;;,
D41_ADJ;$REGION$;;kommunistisch;;;;;;;;x;;;;;,
D42;Dominion of $REGION$;;Die $REGION$-Kommune;;;;;;;;x;;;;;,
D42_ADJ;$REGION$;;kommunistisch;;;;;;;;x;;;;;,
D43;$REGION$;;Die Arbeiter-Union von $REGION$;;;;;;;;x;;;;;,
D43_ADJ;$REGION$;;Arbeiter-;;;;;;;;x;;;;;,
D44;$REGION$;;Die Landgrafschaft von $REGION$;;;;;;;;x;;;;;,
D44_ADJ;$REGION$;;landgrafschaftlich;;;;;;;;x;;;;;,
D45;$REGION$;;Die Nation von $REGION$;;;;;;;;x;;;;;,
D45_ADJ;$REGION$;;national;;;;;;;;x;;;;;,
D46;$REGION$;;Die Heilige Region von $REGION$;;;;;;;;x;;;;;,
D46_ADJ;$REGION$;;zelotisch;;;;;;;;x;;;;;,
D47;The $REGION$ Dominion;;Das $REGION$-Dominion;;;;;;;;x;;;;;,
D47_ADJ;$REGION$;;beherrschend;;;;;;;;x;;;;;,
D48;$REGION$;;Der Volksstaat von $REGION$;;;;;;;;x;;;;;,
D48_ADJ;$REGION$;;vˆlkisch;;;;;;;;x;;;;;,
D49;$REGION$;;Das Hohe Kˆnigreich von $REGION$;;;;;;;;x;;;;;,
D49_ADJ;$REGION$;;hochkˆniglich;;;;;;;;x;;;;;,
D50;$REGION$;;Das Kleinere F¸rstentum von $REGION$;;;;;;;;x;;;;;,
D50_ADJ;$REGION$;;f¸rstlich;;;;;;;;x;;;;;,
ABU;Trucial States;;;;;;;;;;;;x;;;,
ABU_ADJ;Trucial;;;;;;;;;;;;x;;;,
ACR;Acre;;;;;;;;;;;;;x;;,
ACR_ADJ;Acrean;;;;;;;;;;;;;x;;,
ACR_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;;x;,
ACR_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;;;;;;;;;;;x;,
ACR_reactionary;Partido Caramuru;Partido Caramuru;Partido Caramuru;;;;;;;;;;;;x;,
ACR_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;;;;;;;;;;;x;,
ACR_socialist;Partido Socialist;Partido socialiste;Partido Socialist;;;;;;;;;;;;x;,
ACR_communist;Partido Communist;Partido communiste;Partido Communist;;;;;;;;;;;;x;,
ACR_fascist;Partido Fascist;Partido fasciste;Partido Fascist;;;;;;;;;;;;x;,
AIN;Ainu;;;;;;;;;;;;;x;;,
AIN_ADJ;Ainu;;;;;;;;;;;;;x;;,
AIN_absolute_monarchy;Ainu Mosir;;;;;;;;;;;;;x;;,
AIN_conservative;Conservatist Faction;;;;;;;;;;;;;x;;,
AIN_liberal;Reformist Faction;;;;;;;;;;;;;x;;,
AIN_socialist;Progressive Faction;;;;;;;;;;;;;x;;,
AIN_communist;Communist Faction;;;;;;;;;;;;;x;;,
AIN_reactionary;Nationalist Faction;;;;;;;;;;;;;x;;,
AIN_anarcho_liberal;Radical Faction;;;;;;;;;;;;;x;;,
AIN_fascist;Fascist faction;;;;;;;;;;;;;x;;,
AKH;Astrakhan;;;;;;;;;;;;x;;;,
AKH_ADJ;Astrakhan;;;;;;;;;;;;x;;;,
AKH_conservative;The Conservatives;Faction royale;Kˆnigsfraktion;;;;;;;;;;;x;;,
AKH_liberal;The Liberals;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;x;;,
